ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP, Sales ,OutletID,Date,OutletSize,LocationType,OutletType
FDS31,13.1,Regular,0.04,Fruits and Vegetables,181.03,1810318,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDJ20,20.7,Regular,0.1,Fruits and Vegetables,122.34,1223388,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDV44,,Regular,0.04,Fruits and Vegetables,188.72,1887188,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDG02,7.86,Low Fat,0.01,Canned,188.82,1888188,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDA09,13.35,Regular,0,Snack Foods,179.67,1796660,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDT04,17.25,LF,0.11,Frozen Foods,38.38,383822,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDL58,,Regular,0.13,Snack Foods,263.26,2632568,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDE52,10.4,Regular,0.03,Dairy,90.15,901514,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDW12,8.32,Regular,0.04,Baking Goods,144.84,1448444,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDL51,20.7,Regular,0.05,Dairy,214.99,2149876,OUT017,6/29/1905,,Tier 2,Supermarket Type1
NCY42,,Low Fat,0.02,Household,141.35,1413470,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDR07,21.35,Low Fat,0.08,Fruits and Vegetables,96.81,968094,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDN40,5.88,Low Fat,0.09,Frozen Foods,152.7,1526998,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDB35,,Regular,0.06,Starchy Foods,90.38,903804,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDA22,7.44,low fat,0.08,Starchy Foods,165.82,1658158,OUT017,6/29/1905,,Tier 2,Supermarket Type1
NCL06,14.65,Low Fat,0.07,Household,262.56,2625594,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDI35,14,Low Fat,0.04,Starchy Foods,181.26,1812634,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
NCW42,18.2,Low Fat,0.06,Household,221.65,2216456,OUT045,6/24/1905,,Tier 2,Supermarket Type1
NCX06,17.6,Low Fat,0.02,Household,180.1,1800976,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDC37,,Low Fat,0.03,Baking Goods,108.19,1081938,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDZ14,7.71,Regular,0.05,Dairy,122.38,1223756,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
DRG49,7.81,Low Fat,0.07,Soft Drinks,245.25,2452486,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
NCG06,16.35,Low Fat,0.03,Household,256.26,2562646,OUT045,6/24/1905,,Tier 2,Supermarket Type1
DRC36,13,Regular,0.05,Soft Drinks,173.71,1737054,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDV21,,Low Fat,0.3,Snack Foods,124.87,1248704,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDB53,13.35,Low Fat,0.14,Frozen Foods,148.64,1486392,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
DRP47,,Low Fat,0.25,Hard Drinks,252.44,2524382,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDA14,16.1,LF,0.07,Dairy,145.18,1451760,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
DRC24,17.85,Low Fat,0.02,Soft Drinks,152.7,1526998,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDW21,5.34,Regular,0.01,Snack Foods,100.64,1006358,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
NCH29,5.51,Low Fat,0.03,Health and Hygiene,97.37,973726,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDU58,6.61,Regular,0.03,Snack Foods,188.69,1886898,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDY27,6.38,Low Fat,0.03,Dairy,177.63,1776344,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDV56,16.1,Regular,0.01,Fruits and Vegetables,108.96,1089596,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDT59,13.65,LF,0.02,Breads,230.57,2305668,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDB23,19.2,Regular,0.01,Starchy Foods,225.51,2255062,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDR49,8.71,Low Fat,0.14,Canned,46.24,462376,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDB03,17.75,Regular,0.26,Dairy,242.25,2422538,OUT010,6/20/1905,,Tier 3,Grocery Store
FDN39,19.35,Regular,0,Meat,165.78,1657816,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDX02,,Low Fat,0.06,Dairy,223.14,2231404,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDQ16,,Low Fat,0.04,Frozen Foods,107.79,1077912,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDU35,6.44,Low Fat,0.08,Breads,99.47,994700,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
NCT29,12.6,Low Fat,0.06,Health and Hygiene,122.14,1221414,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDZ27,7.94,Low Fat,0.02,Dairy,48.14,481350,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDN57,18.25,Low Fat,0.05,Snack Foods,140.42,1404154,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDA03,18.5,Regular,0.05,Dairy,145.61,1456102,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDZ36,6.04,Regular,0.07,Baking Goods,185.72,1857240,OUT045,6/24/1905,,Tier 2,Supermarket Type1
NCU05,11.8,Low Fat,0.06,Health and Hygiene,81.16,811618,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDT39,6.26,Regular,0.01,Meat,151.14,1511366,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDK60,16.5,Regular,0.09,Baking Goods,97.21,972068,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDZ25,15.7,Regular,0.03,Canned,169.28,1692790,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDG12,6.64,reg,0.01,Baking Goods,122.11,1221098,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
DRB01,,low fat,0.14,Soft Drinks,191.55,1915530,OUT019,6/7/1905,Small,Tier 1,Grocery Store
NCC43,,Low Fat,0.09,Household,250.61,2506066,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDX13,,Low Fat,0.08,Canned,248.61,2486092,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDM22,14,Regular,0.04,Snack Foods,53.06,530640,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDJ03,,Regular,0.07,Dairy,48.87,488692,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDU14,17.75,Low Fat,0,Dairy,249.78,2497750,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDB33,17.75,Low Fat,0.02,Fruits and Vegetables,159.03,1590262,OUT010,6/20/1905,,Tier 3,Grocery Store
FDP27,8.16,Low Fat,0.12,Meat,190.65,1906530,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDO38,17.25,Low Fat,0.12,Canned,76.7,766986,OUT010,6/20/1905,,Tier 3,Grocery Store
FDE28,,Regular,0.13,Frozen Foods,232.07,2320668,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDO27,6.18,Regular,0.18,Meat,95.38,953752,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
DRL23,,Low Fat,0.02,Hard Drinks,107.09,1070938,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDS28,8.18,Regular,0.08,Frozen Foods,55.96,559588,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDX24,8.36,Low Fat,0.01,Baking Goods,92.55,925462,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDZ02,6.91,Regular,0.04,Dairy,96.37,963726,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDL46,20.35,Low Fat,0.05,Snack Foods,116.95,1169466,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDS60,,Low Fat,0.03,Baking Goods,178.77,1787660,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
NCO06,19.25,Low Fat,0.11,Household,33.06,330558,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDO16,5.48,Low Fat,0.02,Frozen Foods,84.63,846250,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDC60,5.43,Regular,0.11,Baking Goods,87.35,873514,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDA48,12.1,Low Fat,0.12,Baking Goods,220.21,2202114,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDZ36,,Regular,0,Baking Goods,186.42,1864240,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDK27,11,Low Fat,0.01,Meat,120.68,1206756,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDW23,5.77,Low Fat,0.08,Baking Goods,38.82,388164,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDM14,13.8,Low Fat,0.01,Canned,110.13,1101254,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDM14,13.8,Low Fat,0.01,Canned,108.23,1082254,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDW60,5.44,Regular,0.02,Baking Goods,177.84,1778370,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDE21,12.8,Low Fat,0.02,Fruits and Vegetables,116.45,1164492,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
NCM42,6.13,Low Fat,0.03,Household,109.39,1093912,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDY59,8.2,Low Fat,0.05,Baking Goods,93.95,939462,OUT010,6/20/1905,,Tier 3,Grocery Store
DRI49,14.15,Low Fat,0.18,Soft Drinks,81.33,813276,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDT28,,Low Fat,0.11,Frozen Foods,151.27,1512708,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDQ22,16.75,Low Fat,0.03,Snack Foods,39.58,395822,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDR60,14.3,LF,0.13,Baking Goods,76.53,765328,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDC50,,LF,0.24,Canned,94.71,947094,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDV24,5.64,Low Fat,0.1,Baking Goods,151.81,1518050,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
DRF48,5.73,Low Fat,0,Soft Drinks,188.39,1883898,OUT010,6/20/1905,,Tier 3,Grocery Store
FDQ47,7.16,Regular,0.17,Breads,36.59,365874,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
DRN36,15.2,low fat,0.05,Soft Drinks,97.38,973752,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
NCY06,15.25,Low Fat,0.06,Household,128.6,1285968,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDE52,10.4,Regular,0.03,Dairy,89.55,895514,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
NCB54,8.76,Low Fat,0.05,Health and Hygiene,126.93,1269336,OUT045,6/24/1905,,Tier 2,Supermarket Type1
NCF31,9.13,Low Fat,0.05,Household,152.6,1526024,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDJ08,,Low Fat,0.11,Fruits and Vegetables,189.78,1897846,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
NCC07,19.6,Low Fat,0.02,Household,106.1,1060964,OUT017,6/29/1905,,Tier 2,Supermarket Type1
NCD19,,Low Fat,0.01,Household,53.76,537614,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDL46,20.35,Low Fat,0,Snack Foods,118.95,1189466,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDM20,10,Low Fat,0.04,Fruits and Vegetables,246.21,2462144,OUT045,6/24/1905,,Tier 2,Supermarket Type1
NCI06,11.3,Low Fat,0.08,Household,180.47,1804660,OUT010,6/20/1905,,Tier 3,Grocery Store
DRM11,6.57,Low Fat,0.07,Hard Drinks,259.33,2593278,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
NCH07,13.15,Low Fat,0.09,Household,158.46,1584604,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDS23,4.64,Low Fat,0.14,Breads,129.5,1294994,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDO49,10.6,Regular,0.03,Breakfast,49.1,491008,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDS35,9.3,Low Fat,0.11,Breads,65.28,652826,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
DRK39,7.02,Low Fat,0.05,Dairy,82.53,825250,OUT045,6/24/1905,,Tier 2,Supermarket Type1
DRI39,13.8,Low Fat,0.1,Dairy,58.29,582930,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDV04,7.83,Regular,0.15,Frozen Foods,158.03,1580288,OUT017,6/29/1905,,Tier 2,Supermarket Type1
NCN14,19.1,Low Fat,0.09,Others,182.56,1825608,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDH08,7.51,Low Fat,0.02,Fruits and Vegetables,231.1,2311010,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDS20,8.85,Low Fat,0.05,Fruits and Vegetables,183.03,1830292,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDV40,17.35,Low Fat,0.01,Frozen Foods,75.4,754038,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDZ48,17.75,Low Fat,0.13,Baking Goods,110.55,1105544,OUT010,6/20/1905,,Tier 3,Grocery Store
FDS24,,Regular,0.06,Baking Goods,87.55,875514,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDK44,16.6,Low Fat,0.12,Fruits and Vegetables,174.37,1743738,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDS48,15.15,Low Fat,0,Baking Goods,150.47,1504708,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDK26,5.46,Regular,0.05,Canned,186.92,1869240,OUT010,6/20/1905,,Tier 3,Grocery Store
FDD23,9.5,Regular,0.05,Starchy Foods,188.59,1885898,OUT045,6/24/1905,,Tier 2,Supermarket Type1
NCH54,13.5,LF,0.07,Household,161.49,1614920,OUT017,6/29/1905,,Tier 2,Supermarket Type1
NCP14,8.28,Low Fat,0.18,Household,106.53,1065306,OUT010,6/20/1905,,Tier 3,Grocery Store
FDM60,10.8,Regular,0.08,Baking Goods,39.41,394138,OUT010,6/20/1905,,Tier 3,Grocery Store
FDV24,5.64,Low Fat,0.1,Baking Goods,151.31,1513050,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDH08,7.51,Low Fat,0.02,Fruits and Vegetables,228.8,2288010,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDS12,,Low Fat,0.17,Baking Goods,127.64,1276362,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDR39,,Low Fat,0.08,Meat,180.63,1806292,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDP12,,Regular,0.05,Baking Goods,36.49,364874,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
DRF60,,Low Fat,0.05,Soft Drinks,236.46,2364564,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDC09,15.5,Regular,0.03,Fruits and Vegetables,102.73,1027332,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDF50,4.91,low fat,0.12,Canned,198.58,1985768,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDG28,9.29,Regular,0.05,Frozen Foods,243.91,2439144,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
NCE19,8.97,Low Fat,0.09,Household,55.5,554956,OUT017,6/29/1905,,Tier 2,Supermarket Type1
NCM53,18.75,Low Fat,0.09,Health and Hygiene,108.23,1082280,OUT010,6/20/1905,,Tier 3,Grocery Store
NCN18,8.9,Low Fat,0,Household,110.95,1109544,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDF32,16.35,Low Fat,0.07,Fruits and Vegetables,199.14,1991426,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDF11,10.2,Regular,0.02,Starchy Foods,239.45,2394538,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
DRI59,9.5,Low Fat,0.04,Hard Drinks,225.21,2252088,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
NCG54,12.1,Low Fat,0.08,Household,169.51,1695106,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDM44,12.5,Low Fat,0.03,Fruits and Vegetables,101.4,1013990,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDT57,15.2,Low Fat,0.02,Snack Foods,236.22,2362248,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDV24,5.64,Low Fat,0.1,Baking Goods,151.21,1512050,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDI50,,Regular,0.05,Canned,227.84,2278352,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDS09,8.9,Regular,0.08,Snack Foods,51.2,512008,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
NCC31,,Low Fat,0.02,Household,154.6,1545972,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDQ07,,Regular,0.15,Fruits and Vegetables,219.05,2190456,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDC22,6.89,Regular,0.14,Snack Foods,191.88,1918820,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDZ56,16.25,Low Fat,0.03,Fruits and Vegetables,169.35,1693474,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDZ40,,Low Fat,0.07,Frozen Foods,53.93,539298,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDS46,,Regular,0.05,Snack Foods,118.38,1183782,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
DRD24,13.85,Low Fat,0.03,Soft Drinks,140.62,1406154,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDV45,16.75,Low Fat,0.05,Snack Foods,189.16,1891556,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDL26,18,Low Fat,0.07,Canned,155.8,1557972,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDA56,9.21,Low Fat,0.01,Fruits and Vegetables,123.04,1230414,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDN27,20.85,Low Fat,0.04,Meat,118.18,1181808,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDM20,10,Low Fat,0.04,Fruits and Vegetables,245.01,2450144,OUT049,6/21/1905,Medium,Tier 1,Supermarket Type1
FDO16,5.48,Low Fat,0.02,Frozen Foods,82.83,828250,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDL03,19.25,Regular,0.03,Meat,195.61,1956110,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDE58,18.5,Low Fat,0.05,Snack Foods,117.01,1170124,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDI02,,Regular,0.11,Canned,112.22,1122202,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
NCC55,,LF,0.11,Household,38.88,388848,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDR03,15.7,Regular,0.01,Meat,205.8,2057980,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
FDB14,20.25,Regular,0.1,Canned,92.61,926120,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDR45,10.8,LF,0.03,Snack Foods,240.92,2409222,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
NCN07,18.5,Low Fat,0.03,Others,130.03,1300284,OUT017,6/29/1905,,Tier 2,Supermarket Type1
FDM51,,Regular,0.05,Meat,102.27,1022674,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDT52,,Regular,0.05,Frozen Foods,244.91,2449144,OUT027,6/7/1905,Medium,Tier 3,Supermarket Type3
FDL26,18,Low Fat,0.07,Canned,154.3,1542972,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
NCZ42,10.5,Low Fat,0.01,Household,238.92,2389248,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
DRI47,,Low Fat,0.04,Hard Drinks,145.61,1456128,OUT019,6/7/1905,Small,Tier 1,Grocery Store
FDW40,14,Regular,0.11,Frozen Foods,141.18,1411812,OUT013,6/9/1905,High,Tier 3,Supermarket Type1
FDN34,15.6,Regular,0,Snack Foods,169.21,1692132,OUT046,6/19/1905,Small,Tier 1,Supermarket Type1
FDS01,11.6,Low Fat,0.02,Canned,178.37,1783686,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
NCG55,16.25,Low Fat,0.04,Household,116.22,1162176,OUT045,6/24/1905,,Tier 2,Supermarket Type1
FDC11,20.5,Low Fat,0.14,Starchy Foods,87.42,874172,OUT035,6/26/1905,Small,Tier 2,Supermarket Type1
FDX35,5.04,Regular,0.08,Breads,226.4,2264036,OUT018,7/1/1905,Medium,Tier 3,Supermarket Type2
