Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
3,2012-07-09 00:00:00.000,408229.73,1,84.99,3.73,225.9660263,6.334
4,2010-12-02 00:00:00.000,2188307.39,1,28.84,2.573,126.4962581,8.623
4,2010-10-09 00:00:00.000,1865820.81,1,73.54,2.574,126.1145806,7.372
4,NULL,2789469.45,1,48.08,2.752,126.6692667,7.127
4,NULL,1794868.74,1,38.09,2.955,127.0876774,7.127
4,2011-11-02 00:00:00.000,2187847.29,1,33.29,3.033,127.859129,6.51
4,2011-09-09 00:00:00.000,2093139.01,1,73.34,3.554,129.3686129,5.644
4,NULL,3004702.33,1,47.96,3.225,129.8364,5.143
4,NULL,2007105.86,1,36.89,3.119,130.0710323,5.143
4,2012-10-02 00:00:00.000,2374660.64,1,33,3.411,130.3849032,4.607
4,2012-07-09 00:00:00.000,2125104.72,1,82.09,3.709,130.9325484,4.077
5,2010-12-02 00:00:00.000,311825.7,1,39.81,2.548,211.8004698,6.566
5,2010-10-09 00:00:00.000,306533.08,1,79.86,2.565,212.0499271,6.496
5,NULL,488362.61,1,66.15,2.735,212.303441,6.768
5,NULL,298180.18,1,49.79,2.943,211.9567142,6.768
5,2011-11-02 00:00:00.000,311590.54,1,38.25,3.022,213.4944627,6.634
5,2011-09-09 00:00:00.000,321110.22,1,79.04,3.546,216.4226819,6.529
5,NULL,507900.07,1,61.93,3.236,219.0428204,6.3
5,NULL,349624.88,1,45.62,3.129,220.1178226,6.3
5,2012-10-02 00:00:00.000,349239.88,1,48.57,3.409,220.849586,5.943
5,2012-07-09 00:00:00.000,350648.91,1,86.3,3.73,223.0298805,5.603
6,2010-12-02 00:00:00.000,1606283.86,1,40.57,2.548,212.7700425,7.259
6,2010-10-09 00:00:00.000,1424225.44,1,78.78,2.565,213.013312,6.973
6,NULL,2267452.4,1,65.79,2.735,213.2672961,7.007
6,NULL,1464050.02,1,49.14,2.943,212.9149674,7.007
6,2011-11-02 00:00:00.000,1486920.17,1,39.38,3.022,214.4630941,6.858
6,2011-09-09 00:00:00.000,1483574.38,1,80.21,3.546,217.3980304,6.925
6,NULL,2249811.55,1,62.78,3.236,220.0417412,6.551
6,NULL,1598080.52,1,46.8,3.129,221.1282634,6.551
6,2012-10-02 00:00:00.000,1620603.92,1,48.58,3.409,221.8644987,6.132
6,2012-07-09 00:00:00.000,1608077.01,1,86.33,3.73,224.0560076,5.668
7,2010-12-02 00:00:00.000,524104.92,1,25.9,2.572,189.4642725,9.014
7,2010-10-09 00:00:00.000,535769.32,1,48.5,2.78,190.3958293,9.017
7,NULL,835189.26,1,17.95,2.742,191.0121805,9.137
7,NULL,729572.08,1,13.76,2.829,191.2557002,9.137
7,2011-11-02 00:00:00.000,559903.13,1,10.24,3.037,191.8572881,8.818
7,2011-09-09 00:00:00.000,613135.23,1,45.61,3.566,194.6387853,8.622
7,NULL,949075.87,1,27.6,3.424,195.7704,8.513
7,NULL,815915.52,1,15.56,3.119,196.3586101,8.513
7,2012-10-02 00:00:00.000,563460.77,1,18.79,3.103,196.9195056,8.256
7,2012-07-09 00:00:00.000,597876.55,1,57.84,3.596,198.0950484,7.872
8,2010-12-02 00:00:00.000,994801.4,1,33.34,2.548,214.6214189,6.299
8,2010-10-09 00:00:00.000,831425.2,1,74.34,2.565,214.8528728,6.315
8,NULL,1261693.16,1,51.07,2.735,215.1077548,6.433
8,NULL,773586.49,1,41.47,2.943,214.7447295,6.433
8,2011-11-02 00:00:00.000,996147.39,1,28.26,3.022,216.3126733,6.262
8,2011-09-09 00:00:00.000,848358.09,1,69.01,3.546,219.2604355,6.425
8,NULL,1235163.86,1,49.61,3.236,221.9491571,6.123
8,NULL,858572.22,1,36.33,3.129,223.0576765,6.123
8,2012-10-02 00:00:00.000,1021400.42,1,35.71,3.409,223.8024507,5.825
8,2012-07-09 00:00:00.000,932160.37,1,80.87,3.73,226.0153733,5.401
9,2010-12-02 00:00:00.000,552677.48,1,37.08,2.548,214.8056534,6.415
9,2010-10-09 00:00:00.000,484835.2,1,77.7,2.565,215.0359315,6.442
9,NULL,768070.53,1,60.18,2.735,215.2909028,6.56
9,NULL,459770.85,1,45.92,2.943,214.9268131,6.56
9,2011-11-02 00:00:00.000,555279.02,1,34.13,3.022,216.496729,6.416
9,2011-09-09 00:00:00.000,528784.86,1,75.65,3.546,219.4457675,6.404
9,NULL,814753.5,1,54.32,3.236,222.1389683,6.054
9,NULL,549788.36,1,43.41,3.129,223.2496766,6.054
9,2012-10-02 00:00:00.000,609736.12,1,44.03,3.409,223.9953006,5.667
9,2012-07-09 00:00:00.000,565812.29,1,87.93,3.73,226.2103541,5.277
10,2010-12-02 00:00:00.000,2176028.52,1,49.96,2.828,126.4962581,9.765
10,2010-10-09 00:00:00.000,1720530.23,1,84.04,2.961,126.1145806,9.199
10,NULL,2939946.38,1,55.33,3.162,126.6692667,9.003
10,NULL,1707298.14,1,49.67,3.148,127.0876774,9.003
10,2011-11-02 00:00:00.000,2115408.31,1,51.51,3.381,127.859129,8.744
10,2011-09-09 00:00:00.000,1670579.82,1,89.06,3.771,129.3686129,8.257
10,NULL,2950198.64,1,60.68,3.76,129.8364,7.874
10,NULL,1930690.37,1,48.92,3.428,130.0710323,7.874
10,2012-10-02 00:00:00.000,2218595.8,1,55.73,3.722,130.3849032,7.545
10,2012-07-09 00:00:00.000,1708283.28,1,83.07,4.124,130.9325484,7.17
11,2010-12-02 00:00:00.000,1574684.08,1,48.01,2.548,214.5747916,7.368
11,2010-10-09 00:00:00.000,1231428.46,1,81.93,2.565,214.8065431,7.346
11,NULL,1757242.51,1,69.9,2.735,215.0614025,7.564
11,NULL,1172003.1,1,55.03,2.943,214.6986466,7.564
11,2011-11-02 00:00:00.000,1419236.9,1,44.61,3.022,216.2660913,7.551
11,2011-09-09 00:00:00.000,1249439.95,1,84.91,3.546,219.2135305,7.567
11,NULL,1848953.48,1,70.03,3.236,221.9011185,7.197
11,NULL,1352084.21,1,48.86,3.129,223.0090839,7.197
11,2012-10-02 00:00:00.000,1574287.76,1,52.23,3.409,223.753643,6.833
11,2012-07-09 00:00:00.000,1304584.4,1,85.17,3.73,225.9660263,6.334
12,2010-12-02 00:00:00.000,1117863.33,1,47.87,2.946,126.4962581,13.975
12,2010-10-09 00:00:00.000,903119.03,1,83.63,3.044,126.1145806,14.18
12,NULL,1601377.41,1,47.66,3.162,126.6692667,14.313
12,NULL,891736.91,1,45.64,3.148,127.0876774,14.313
12,2011-11-02 00:00:00.000,1086421.57,1,51.3,3.381,127.859129,14.021
12,2011-09-09 00:00:00.000,922850.57,1,88,3.913,129.3686129,13.503
12,NULL,1591920.42,1,53.25,3.622,129.8364,12.89
12,NULL,1111638.07,1,44.64,3.428,130.0710323,12.89
12,2012-10-02 00:00:00.000,1199330.85,1,52.27,3.722,130.3849032,12.187
12,2012-07-09 00:00:00.000,955146.04,1,88.52,4.124,130.9325484,10.926
13,2010-12-02 00:00:00.000,2030933.46,1,33.16,2.671,126.4962581,8.316
13,2010-10-09 00:00:00.000,1772143.94,1,65.74,2.87,126.1145806,7.951
13,NULL,2766400.05,1,28.22,2.83,126.6692667,7.795
13,NULL,1675292,1,26.79,2.868,127.0876774,7.795
13,2011-11-02 00:00:00.000,1944438.9,1,30.83,3.034,127.859129,7.47
13,2011-09-09 00:00:00.000,1872921.31,1,70.19,3.619,129.3686129,6.877
13,NULL,2864170.61,1,38.89,3.445,129.8364,6.392
13,NULL,1969056.91,1,31.53,3.119,130.0710323,6.392
13,2012-10-02 00:00:00.000,2069284.57,1,33.73,3.116,130.3849032,6.104
13,2012-07-09 00:00:00.000,2165796.31,1,70.65,3.689,130.9325484,5.765
14,2010-12-02 00:00:00.000,1704218.84,1,27.73,2.773,181.982317,8.992
14,2010-10-09 00:00:00.000,2191767.76,1,70.87,2.699,182.598178,8.743
14,NULL,2921709.71,1,46.15,3.039,182.7832769,8.724
14,NULL,1623716.46,1,29.67,3.179,182.5714479,8.724
14,2011-11-02 00:00:00.000,1980405.03,1,30.3,3.239,183.7016129,8.549
14,2011-09-09 00:00:00.000,2202742.9,1,71.48,3.738,186.6737376,8.625
14,NULL,2685351.81,1,48.71,3.492,188.3504,8.523
14,NULL,1914148.89,1,37.79,3.389,189.0620155,8.523
14,2012-10-02 00:00:00.000,2077256.24,1,37,3.64,189.7076048,8.424
14,2012-07-09 00:00:00.000,1904512.34,1,75.7,3.911,191.5776756,8.684
15,2010-12-02 00:00:00.000,682447.1,1,22,2.94,131.5866129,8.35
15,2010-10-09 00:00:00.000,641965.2,1,62.36,2.837,132.7564516,8.099
15,NULL,1120018.92,1,40.71,3.186,132.8369333,8.067
15,NULL,543754.17,1,26.54,3.336,132.8150323,8.067
15,2011-11-02 00:00:00.000,582864.35,1,21.64,3.416,133.260871,7.771
15,2011-09-09 00:00:00.000,607593.51,1,67.59,3.93,136.2745806,7.806
15,NULL,1066478.1,1,41.1,3.689,136.4788,7.866
15,NULL,603460.79,1,31.44,3.566,136.6432581,7.866
15,2012-10-02 00:00:00.000,628218.22,1,31.91,3.826,137.1666774,7.943
15,2012-07-09 00:00:00.000,587259.82,1,71.61,4.076,138.4729355,8.193
16,2010-12-02 00:00:00.000,472044.28,1,20.87,2.572,189.4642725,7.039
16,2010-10-09 00:00:00.000,537518.57,1,57.24,2.78,190.3958293,6.868
16,NULL,651837.77,1,23.46,2.742,191.0121805,6.986
16,NULL,575317.38,1,19.66,2.829,191.2557002,6.986
16,2011-11-02 00:00:00.000,466806.89,1,15.02,3.037,191.8572881,6.614
16,2011-09-09 00:00:00.000,574622.56,1,56.99,3.566,194.6387853,6.338
16,NULL,712422.4,1,31.39,3.424,195.7704,6.232
16,NULL,665861.06,1,23.91,3.119,196.3586101,6.232
16,2012-10-02 00:00:00.000,473766.97,1,23.69,3.103,196.9195056,6.162
16,2012-07-09 00:00:00.000,537138.58,1,60.09,3.596,198.0950484,6.061
17,2010-12-02 00:00:00.000,841951.91,1,18.36,2.671,126.4962581,6.548
17,2010-10-09 00:00:00.000,1200888.28,1,56.28,2.87,126.1145806,6.697
17,NULL,1005448.76,1,19.03,2.83,126.6692667,6.885
17,NULL,635862.55,1,20.79,2.868,127.0876774,6.885
17,2011-11-02 00:00:00.000,813211.46,1,14.19,3.034,127.859129,6.866
17,2011-09-09 00:00:00.000,1161900.18,1,61.94,3.619,129.3686129,6.745
17,NULL,1225700.28,1,32.81,3.445,129.8364,6.617
17,NULL,777207.3,1,26.73,3.119,130.0710323,6.617
17,2012-10-02 00:00:00.000,880165.7,1,23.63,3.116,130.3849032,6.403
17,2012-07-09 00:00:00.000,1255633.29,1,61.99,3.689,130.9325484,5.936
18,2010-12-02 00:00:00.000,1187880.7,1,26.41,2.771,131.5866129,9.202
18,2010-10-09 00:00:00.000,1011201.12,1,67.09,2.717,132.7564516,9.342
18,NULL,1653759.36,1,40.81,3.07,132.8369333,9.331
18,NULL,887907.01,1,26.1,3.177,132.8150323,9.331
18,2011-11-02 00:00:00.000,1122053.58,1,24.3,3.255,133.260871,9.131
18,2011-09-09 00:00:00.000,951549.61,1,68.11,3.809,136.2745806,8.89
18,NULL,1624170.99,1,41.97,3.536,136.4788,8.471
18,NULL,1010562.49,1,32.36,3.402,136.6432581,8.471
18,2012-10-02 00:00:00.000,1161615.51,1,32.83,3.655,137.1666774,8.075
18,2012-07-09 00:00:00.000,1083521.24,1,71.85,3.921,138.4729355,8.535
19,2010-12-02 00:00:00.000,1536549.95,1,23.22,2.94,131.5866129,8.35
19,2010-10-09 00:00:00.000,1591453.39,1,63.36,2.837,132.7564516,8.099
19,NULL,1993367.83,1,42.62,3.186,132.8369333,8.067
19,NULL,1275146.94,1,28.65,3.336,132.8150323,8.067
19,2011-11-02 00:00:00.000,1430851.11,1,21.79,3.416,133.260871,7.771
19,2011-09-09 00:00:00.000,1566712.79,1,68.28,3.93,136.2745806,7.806
19,NULL,1974646.78,1,42.75,3.689,136.4788,7.866
19,NULL,1405168.06,1,31.65,3.566,136.6432581,7.866
19,2012-10-02 00:00:00.000,1499496.67,1,32.61,3.826,137.1666774,7.943
19,2012-07-09 00:00:00.000,1497073.82,1,72.2,4.076,138.4729355,8.193
20,2010-12-02 00:00:00.000,2109107.9,1,22.12,2.773,204.3857472,8.187
20,2010-10-09 00:00:00.000,2014954.79,1,65.02,2.699,204.7266827,7.527
20,NULL,2811634.04,1,46.66,3.039,204.9621,7.484
20,NULL,1799737.79,1,28.85,3.179,204.6432267,7.484
20,2011-11-02 00:00:00.000,2211388.14,1,25.38,3.239,206.0763862,7.343
20,2011-09-09 00:00:00.000,2050542.56,1,68.74,3.738,209.0225562,7.274
20,NULL,2906233.25,1,46.38,3.492,211.4120757,7.082
20,NULL,2043245,1,36.35,3.389,212.4035763,7.082
20,2012-10-02 00:00:00.000,2462978.28,1,33.47,3.64,213.1186138,6.961
20,2012-07-09 00:00:00.000,2080529.06,1,76.36,3.911,215.2189573,7.28
21,2010-12-02 00:00:00.000,809321.44,1,37.77,2.548,210.8979935,8.324
21,2010-10-09 00:00:00.000,674055.81,1,79.3,2.565,211.1532104,8.099
21,NULL,1245628.61,1,62.96,2.735,211.4062867,8.163
21,NULL,672903.23,1,47.19,2.943,211.064774,8.163
21,2011-11-02 00:00:00.000,771908.51,1,34.61,3.022,212.5928624,8.028
21,2011-09-09 00:00:00.000,653989.65,1,78.87,3.546,215.5148295,7.852
21,NULL,1219263.4,1,56.43,3.236,218.1130269,7.441
21,NULL,804362.36,1,45.16,3.129,219.1773063,7.441
21,2012-10-02 00:00:00.000,770652.79,1,46.52,3.409,219.9049073,7.057
21,2012-07-09 00:00:00.000,642827.29,1,88.4,3.73,222.0747635,6.565
22,2010-12-02 00:00:00.000,1022571.25,1,28.14,2.771,135.4113076,8.283
22,2010-10-09 00:00:00.000,924174.4,1,68.6,2.717,136.6212085,8.433
22,NULL,1564502.26,1,44.61,3.07,136.6895714,8.572
22,NULL,774262.28,1,28.49,3.177,136.665265,8.572
22,2011-11-02 00:00:00.000,1009206.33,1,28.89,3.255,137.1378318,8.458
22,2011-09-09 00:00:00.000,1004434.54,1,69.14,3.809,140.2310173,8.023
22,NULL,1535857.49,1,46.28,3.536,140.4217857,7.706
22,NULL,982661.14,1,36.28,3.402,140.5874505,7.706
22,2012-10-02 00:00:00.000,1034448.07,1,35.68,3.655,141.1199827,7.503
22,2012-07-09 00:00:00.000,996628.8,1,73.3,3.921,142.500303,7.753
23,2010-12-02 00:00:00.000,1380892.08,1,18.75,2.771,131.5866129,5.892
23,2010-10-09 00:00:00.000,1272842.85,1,63.21,2.717,132.7564516,5.326
23,NULL,2072685.05,1,34.95,3.07,132.8369333,5.287
23,NULL,1169773.85,1,19.05,3.177,132.8150323,5.287
23,2011-11-02 00:00:00.000,1249786.4,1,21.52,3.255,133.260871,5.114
23,2011-09-09 00:00:00.000,1423289.9,1,66.04,3.809,136.2745806,4.584
23,NULL,2057059.53,1,35.23,3.536,136.4788,4.42
23,NULL,1213486.95,1,22.3,3.402,136.6432581,4.42
23,2012-10-02 00:00:00.000,1358444.07,1,26.6,3.655,137.1666774,4.261
23,2012-07-09 00:00:00.000,1427162.26,1,66.74,3.921,138.4729355,4.156
24,2010-12-02 00:00:00.000,1414107.1,1,25.94,2.94,131.5866129,8.326
24,2010-10-09 00:00:00.000,1474498.59,1,67.11,2.837,132.7564516,8.117
24,NULL,1779276.51,1,41.92,3.186,132.8369333,8.275
24,NULL,1208600.05,1,25.9,3.336,132.8150323,8.275
24,2011-11-02 00:00:00.000,1341240.62,1,26.51,3.416,133.260871,8.252
24,2011-09-09 00:00:00.000,1527455.19,1,68.32,3.93,136.2745806,8.358
24,NULL,1761235.67,1,41.83,3.689,136.4788,8.454
24,NULL,1363973.16,1,33.45,3.566,136.6432581,8.454
24,2012-10-02 00:00:00.000,1403460.87,1,33.82,3.826,137.1666774,8.659
24,2012-07-09 00:00:00.000,1477134.75,1,72.81,4.076,138.4729355,8.953
25,2010-12-02 00:00:00.000,583364.02,1,19.64,2.773,204.3857472,8.187
25,2010-10-09 00:00:00.000,655811.95,1,61.14,2.699,204.7266827,7.527
25,NULL,1115240.61,1,43.43,3.039,204.9621,7.484
25,NULL,623092.54,1,25.89,3.179,204.6432267,7.484
25,2011-11-02 00:00:00.000,615666.78,1,21.18,3.239,206.0763862,7.343
25,2011-09-09 00:00:00.000,673248.48,1,67.51,3.738,209.0225562,7.274
25,NULL,1116211.39,1,43.49,3.492,211.4120757,7.082
25,NULL,683665.37,1,32.42,3.389,212.4035763,7.082
25,2012-10-02 00:00:00.000,658984.38,1,32.47,3.64,213.1186138,6.961
25,2012-07-09 00:00:00.000,671482.9,1,72.79,3.911,215.2189573,7.28
26,2010-12-02 00:00:00.000,1015684.09,1,18.14,2.771,131.5866129,8.488
26,2010-10-09 00:00:00.000,1042226.3,1,54.82,2.717,132.7564516,8.445
26,NULL,1286833.62,1,28.11,3.07,132.8369333,8.149
26,NULL,877268.29,1,18.73,3.177,132.8150323,8.149
26,2011-11-02 00:00:00.000,1010711.08,1,15.12,3.255,133.260871,7.907
26,2011-09-09 00:00:00.000,1069710.97,1,60.98,3.809,136.2745806,7.767
26,NULL,1282320.05,1,31.07,3.536,136.4788,7.598
26,NULL,972834.42,1,18.8,3.402,136.6432581,7.598
26,2012-10-02 00:00:00.000,1081005.64,1,23.89,3.655,137.1666774,7.467
26,2012-07-09 00:00:00.000,1081874.03,1,61.58,3.921,138.4729355,7.405
27,2010-12-02 00:00:00.000,1745362.72,1,29.81,2.94,135.4113076,8.237
27,2010-10-09 00:00:00.000,1913494.81,1,70.38,2.837,136.6212085,7.982
27,NULL,2627910.75,1,46.67,3.186,136.6895714,8.021
27,NULL,1440963,1,29.59,3.336,136.665265,8.021
27,2011-11-02 00:00:00.000,1636224.77,1,30.45,3.416,137.1378318,7.827
27,2011-09-09 00:00:00.000,1911470.84,1,70.93,3.93,140.2310173,7.85
27,NULL,2504400.71,1,47.88,3.689,140.4217857,7.906
27,NULL,1650604.6,1,37.85,3.566,140.5874505,7.906
27,2012-10-02 00:00:00.000,1651605.35,1,37.86,3.826,141.1199827,8.009
27,2012-07-09 00:00:00.000,1840955.23,1,76,4.076,142.500303,8.239
28,2010-12-02 00:00:00.000,1558968.49,1,47.87,2.946,126.4962581,13.975
28,2010-10-09 00:00:00.000,1246062.17,1,83.63,3.044,126.1145806,14.18
28,NULL,1937033.5,1,47.66,3.162,126.6692667,14.313
28,NULL,1090558.57,1,45.64,3.148,127.0876774,14.313
28,2011-11-02 00:00:00.000,1397301.38,1,51.3,3.381,127.859129,14.021
28,2011-09-09 00:00:00.000,1310087,1,88,3.913,129.3686129,13.503
28,NULL,1929738.27,1,53.25,3.622,129.8364,12.89
28,NULL,1270036.53,1,44.64,3.428,130.0710323,12.89
28,2012-10-02 00:00:00.000,1572966.15,1,52.27,3.722,130.3849032,12.187
28,2012-07-09 00:00:00.000,1469693.99,1,88.52,4.124,130.9325484,10.926
29,2010-12-02 00:00:00.000,529672.95,1,28.14,2.771,131.5866129,10.064
29,2010-10-09 00:00:00.000,491290.37,1,68.6,2.717,132.7564516,10.409
29,NULL,975268.91,1,44.61,3.07,132.8369333,10.524
29,NULL,465992.02,1,28.49,3.177,132.8150323,10.524
29,2011-11-02 00:00:00.000,550387.78,1,28.89,3.255,133.260871,10.256
29,2011-09-09 00:00:00.000,505406.72,1,69.14,3.809,136.2745806,9.863
29,NULL,913165.19,1,46.28,3.536,136.4788,9.357
29,NULL,551743.05,1,36.28,3.402,136.6432581,9.357
29,2012-10-02 00:00:00.000,545840.05,1,35.68,3.655,137.1666774,8.988
29,2012-07-09 00:00:00.000,540811.85,1,73.3,3.921,138.4729355,9.419
30,2010-12-02 00:00:00.000,497374.57,1,37.77,2.548,210.8979935,8.324
30,2010-10-09 00:00:00.000,455162.92,1,79.3,2.565,211.1532104,8.099
30,NULL,462732.36,1,62.96,2.735,211.4062867,8.163
30,NULL,397631.02,1,47.19,2.943,211.064774,8.163
30,2011-11-02 00:00:00.000,470921.24,1,34.61,3.022,212.5928624,8.028
30,2011-09-09 00:00:00.000,370897.82,1,78.87,3.546,215.5148295,7.852
30,NULL,452163.93,1,56.43,3.236,218.1130269,7.441
30,NULL,376777.45,1,45.16,3.129,219.1773063,7.441
30,2012-10-02 00:00:00.000,451365.99,1,46.52,3.409,219.9049073,7.057
30,2012-07-09 00:00:00.000,433565.77,1,88.4,3.73,222.0747635,6.565
31,2010-12-02 00:00:00.000,1543947.23,1,37.77,2.548,210.8979935,8.324
31,2010-10-09 00:00:00.000,1308179.02,1,79.3,2.565,211.1532104,8.099
31,NULL,1858856.06,1,62.96,2.735,211.4062867,8.163
31,NULL,1198071.6,1,47.19,2.943,211.064774,8.163
31,2011-11-02 00:00:00.000,1539230.32,1,34.61,3.022,212.5928624,8.028
31,2011-09-09 00:00:00.000,1376670.27,1,78.87,3.546,215.5148295,7.852
31,NULL,1934099.65,1,56.43,3.236,218.1130269,7.441
31,NULL,1355405.95,1,45.16,3.129,219.1773063,7.441
31,2012-10-02 00:00:00.000,1527688.58,1,46.52,3.409,219.9049073,7.057
31,2012-07-09 00:00:00.000,1358111.62,1,88.4,3.73,222.0747635,6.565
32,2010-12-02 00:00:00.000,1123566.12,1,28.09,2.572,189.4642725,9.014
32,2010-10-09 00:00:00.000,1028635.39,1,68.44,2.78,190.3958293,9.017
32,NULL,1634635.86,1,29.97,2.742,191.0121805,9.137
32,NULL,955463.84,1,27.7,2.829,191.2557002,9.137
32,2011-11-02 00:00:00.000,1124357.2,1,18.51,3.037,191.8572881,8.818
32,2011-09-09 00:00:00.000,1128237.3,1,61.24,3.566,194.6387853,8.622
32,NULL,1684468.66,1,40.22,3.424,195.7704,8.513
32,NULL,1102367.65,1,32.99,3.119,196.3586101,8.513
32,2012-10-02 00:00:00.000,1129422.86,1,23.34,3.103,196.9195056,8.256
32,2012-07-09 00:00:00.000,1126685.95,1,72.56,3.596,198.0950484,7.872
33,2010-12-02 00:00:00.000,294882.83,1,55.47,2.828,126.4962581,10.115
33,2010-10-09 00:00:00.000,272834.88,1,91.77,2.961,126.1145806,9.495
33,NULL,240044.57,1,56.87,3.162,126.6692667,9.265
33,NULL,219804.85,1,52.91,3.148,127.0876774,9.265
33,2011-11-02 00:00:00.000,276198.74,1,53.35,3.381,127.859129,8.951
33,2011-09-09 00:00:00.000,281842.28,1,96.22,3.771,129.3686129,8.442
33,NULL,255996.47,1,62.35,3.76,129.8364,8.01
33,NULL,215359.21,1,51.6,3.428,130.0710323,8.01
33,2012-10-02 00:00:00.000,282552.58,1,59.94,3.722,130.3849032,7.603
33,2012-07-09 00:00:00.000,286428.78,1,92.02,4.124,130.9325484,7.147
34,2010-12-02 00:00:00.000,994610.99,1,36.13,2.573,126.4962581,9.521
34,2010-10-09 00:00:00.000,932240.96,1,72.61,2.574,126.1145806,9.816
34,NULL,1309476.68,1,41.13,2.752,126.6692667,10.21
34,NULL,902109.69,1,34.11,2.955,127.0876774,10.21
34,2011-11-02 00:00:00.000,1015654.6,1,28.66,3.033,127.859129,10.398
34,2011-09-09 00:00:00.000,930506.14,1,70.05,3.554,129.3686129,10.641
34,NULL,1345595.82,1,45.99,3.225,129.8364,10.148
34,NULL,965512.36,1,28.84,3.119,130.0710323,10.148
34,2012-10-02 00:00:00.000,1047658.09,1,36.7,3.411,130.3849032,9.653
34,2012-07-09 00:00:00.000,976415.56,1,78.26,3.709,130.9325484,9.285
35,2010-12-02 00:00:00.000,1168815.31,1,29.81,2.773,135.4113076,9.262
35,2010-10-09 00:00:00.000,961685.98,1,70.38,2.699,136.6212085,8.861
35,NULL,1781866.98,1,46.67,3.039,136.6895714,8.763
35,NULL,576332.05,1,29.59,3.179,136.665265,8.763
35,2011-11-02 00:00:00.000,859258.17,1,30.45,3.239,137.1378318,8.549
35,2011-09-09 00:00:00.000,922440.64,1,70.93,3.738,140.2310173,8.684
35,NULL,1733822.4,1,47.88,3.492,140.4217857,8.745
35,NULL,904650.55,1,37.85,3.389,140.5874505,8.745
35,2012-10-02 00:00:00.000,849779.14,1,37.86,3.64,141.1199827,8.744
35,2012-07-09 00:00:00.000,984833.35,1,76,3.911,142.500303,8.839
36,2010-12-02 00:00:00.000,469563.7,1,46.11,2.539,209.9970208,8.554
36,2010-10-09 00:00:00.000,434471.38,1,80.58,2.513,210.2641156,8.36
36,NULL,408891.49,1,67.73,2.725,210.5152765,8.476
36,NULL,359310.65,1,52.88,2.949,210.182398,8.476
36,2011-11-02 00:00:00.000,401501.2,1,41.16,3.009,211.6985093,8.395
36,2011-09-09 00:00:00.000,352960.64,1,77.94,3.499,214.6155376,8.177
36,NULL,332811.55,1,66.41,3.181,217.1812533,7.716
36,NULL,287425.22,1,48.26,3.132,218.2302364,7.716
36,2012-10-02 00:00:00.000,335741.9,1,54.49,3.462,218.9551002,7.244
36,2012-07-09 00:00:00.000,293728.57,1,84.19,3.697,221.1181142,6.623
37,2010-12-02 00:00:00.000,529852.7,1,46.11,2.548,209.9970208,8.554
37,2010-10-09 00:00:00.000,510296.07,1,80.58,2.565,210.2641156,8.36
37,NULL,518220.72,1,67.73,2.735,210.5152765,8.476
37,NULL,460331.7,1,52.88,2.943,210.182398,8.476
37,2011-11-02 00:00:00.000,522514.32,1,41.16,3.022,211.6985093,8.395
37,2011-09-09 00:00:00.000,506273.74,1,77.94,3.546,214.6155376,8.177
